data_type,continent,country,demographic,signup_date,day,time_period,job_category,posting_date,region,job_type,skill,demo_type,request_date,event_type,query_date,query_type
job posting data,South America,Chile,Individual,2024/09/30,Wednesday,Afternoon (12PM-6PM),Marketing,2024/03/14,Asia,Internship,JavaScript,Individual,2024/03/17,promotional event data,2024/11/17,job search
user data,Africa,Kenya,Small Business,2023/04/28,Tuesday,Night (12AM-6AM),Design,2024/08/24,Africa,Part-Time,JavaScript,Individual,2024/06/04,promotional event data,2024/12/01,region search
user data,North America,Canada,Enterprise,2023/06/25,Wednesday,Morning (6AM-12PM),Sales,2023/11/02,Europe,Contract,Java,Small Business,2024/06/01,assistant data,2024/04/14,job search
demographic data,Australia,Australia,Academic,2024/05/22,Sunday,Evening (6PM-12AM),Marketing,2023/05/13,Australia,Internship,Python,Academic,2023/04/09,promotional event data,2024/01/13,region search
job posting data,Africa,South Africa,Small Business,2023/08/15,Wednesday,Evening (6PM-12AM),Product Management,2024/02/13,Europe,Contract,SQL,Individual,2023/04/25,job posting data,2024/06/03,job search
job posting data,Europe,Germany,Individual,2023/09/01,Monday,Night (12AM-6AM),Design,2024/01/31,North America,Part-Time,C++,Enterprise,2024/01/12,promotional event data,2024/08/07,region search
assistant data,Asia,Japan,Academic,2024/07/23,Tuesday,Morning (6AM-12PM),Design,2023/08/24,South America,Part-Time,Python,Small Business,2023/08/13,promotional event data,2023/05/24,job search
job posting data,Europe,UK,Individual,2024/05/07,Thursday,Night (12AM-6AM),Design,2024/03/15,Europe,Full-Time,Java,Enterprise,2024/12/01,job posting data,2024/11/02,region search
job posting data,Africa,South Africa,Individual,2023/10/16,Wednesday,Evening (6PM-12AM),Product Management,2023/02/01,Asia,Internship,JavaScript,Small Business,2024/11/18,assistant data,2024/04/04,job search
user data,Asia,India,Startup,2024/03/06,Tuesday,Morning (6AM-12PM),Sales,2024/08/14,Australia,Part-Time,SQL,Enterprise,2024/08/03,job posting data,2023/04/10,job search
promotional event data,Africa,South Africa,Academic,2023/07/21,Monday,Night (12AM-6AM),Product Management,2024/12/02,Africa,Internship,Java,Enterprise,2023/12/19,promotional event data,2023/12/15,region search
user data,Europe,France,Small Business,2024/04/11,Saturday,Afternoon (12PM-6PM),Engineering,2024/07/17,Asia,Contract,JavaScript,Academic,2024/08/06,job posting data,2024/04/20,category query
demographic data,Africa,Nigeria,Academic,2023/11/27,Sunday,Afternoon (12PM-6PM),Product Management,2023/08/02,North America,Internship,JavaScript,Individual,2023/05/04,assistant data,2024/08/06,job search
job type data,Africa,Nigeria,Startup,2024/04/01,Sunday,Morning (6AM-12PM),Design,2023/03/01,Europe,Full-Time,JavaScript,Academic,2024/02/11,promotional event data,2024/08/27,category query
promotional event data,Asia,India,Individual,2023/03/26,Thursday,Evening (6PM-12AM),Customer Support,2023/04/13,Australia,Internship,Excel,Individual,2023/01/17,assistant data,2024/11/06,region search
job type data,Asia,China,Small Business,2024/04/20,Saturday,Night (12AM-6AM),Customer Support,2023/01/11,South America,Full-Time,Python,Small Business,2023/09/26,assistant data,2023/11/16,category query
promotional event data,Africa,Nigeria,Enterprise,2023/06/17,Tuesday,Afternoon (12PM-6PM),Product Management,2023/02/06,Australia,Contract,Java,Individual,2024/09/17,job posting data,2024/10/17,category query
job type data,Asia,China,Enterprise,2023/04/17,Wednesday,Afternoon (12PM-6PM),Customer Support,2023/01/30,Europe,Full-Time,Python,Academic,2023/03/24,assistant data,2024/07/19,job search
demographic data,Asia,Japan,Startup,2023/02/21,Friday,Afternoon (12PM-6PM),Engineering,2023/11/02,South America,Contract,Excel,Small Business,2024/07/09,job posting data,2024/10/08,category query
demographic data,Europe,France,Individual,2024/03/22,Sunday,Evening (6PM-12AM),Product Management,2024/12/16,North America,Contract,SQL,Enterprise,2023/05/08,assistant data,2023/09/08,category query
demographic data,Africa,South Africa,Individual,2024/06/24,Monday,Morning (6AM-12PM),Design,2023/01/20,Asia,Internship,C++,Academic,2023/01/18,promotional event data,2023/06/20,job search
demographic data,North America,Canada,Individual,2023/04/18,Friday,Evening (6PM-12AM),Marketing,2023/12/28,Asia,Part-Time,Excel,Academic,2024/10/23,assistant data,2024/01/20,region search
demographic data,North America,Mexico,Academic,2023/10/07,Friday,Night (12AM-6AM),Product Management,2024/06/12,Asia,Contract,JavaScript,Individual,2024/07/07,assistant data,2023/11/19,category query
job type data,North America,Mexico,Enterprise,2024/03/16,Monday,Night (12AM-6AM),Design,2024/08/06,Europe,Internship,JavaScript,Enterprise,2024/05/11,promotional event data,2024/03/24,job search
assistant data,Africa,Nigeria,Individual,2023/08/01,Sunday,Night (12AM-6AM),Marketing,2023/11/16,Africa,Part-Time,Excel,Enterprise,2023/08/14,assistant data,2024/07/21,category query
promotional event data,South America,Chile,Startup,2023/09/04,Tuesday,Night (12AM-6AM),Marketing,2023/07/17,South America,Contract,C++,Small Business,2024/01/24,job posting data,2024/06/27,category query
job type data,South America,Brazil,Small Business,2023/03/25,Wednesday,Evening (6PM-12AM),Product Management,2023/12/26,Europe,Full-Time,Python,Enterprise,2023/07/27,promotional event data,2023/01/22,region search
job posting data,South America,Argentina,Startup,2023/01/15,Thursday,Evening (6PM-12AM),Product Management,2024/08/02,South America,Internship,SQL,Enterprise,2023/12/31,job posting data,2023/03/03,job search
user data,Australia,Australia,Enterprise,2024/12/13,Wednesday,Night (12AM-6AM),Marketing,2023/06/17,Australia,Contract,JavaScript,Individual,2024/12/06,assistant data,2024/02/16,region search
job posting data,Australia,Australia,Small Business,2024/10/24,Monday,Night (12AM-6AM),Customer Support,2024/07/10,Africa,Contract,Java,Academic,2024/12/10,job posting data,2024/06/30,job search
user data,South America,Chile,Small Business,2023/11/05,Wednesday,Night (12AM-6AM),Sales,2023/06/24,North America,Full-Time,Python,Small Business,2023/05/30,promotional event data,2024/02/19,category query
job posting data,Australia,Australia,Individual,2024/05/15,Sunday,Afternoon (12PM-6PM),Customer Support,2024/08/23,North America,Full-Time,JavaScript,Academic,2024/09/17,assistant data,2024/07/05,category query
assistant data,Asia,Japan,Enterprise,2023/07/01,Friday,Morning (6AM-12PM),Design,2023/05/02,Africa,Full-Time,C++,Academic,2023/08/08,job posting data,2023/04/01,job search
promotional event data,North America,Canada,Enterprise,2023/06/26,Sunday,Night (12AM-6AM),Product Management,2023/11/13,Australia,Contract,Excel,Individual,2024/07/31,promotional event data,2024/05/23,category query
job posting data,Australia,Australia,Academic,2024/05/23,Saturday,Morning (6AM-12PM),Engineering,2024/03/30,South America,Full-Time,Java,Individual,2023/10/21,promotional event data,2023/09/02,job search
user data,Africa,Kenya,Enterprise,2024/05/12,Sunday,Night (12AM-6AM),Marketing,2023/07/23,Africa,Part-Time,Java,Individual,2024/01/15,promotional event data,2023/10/29,region search
assistant data,Europe,France,Academic,2024/06/03,Monday,Afternoon (12PM-6PM),Design,2024/01/22,South America,Full-Time,Python,Enterprise,2023/12/24,assistant data,2024/04/10,category query
assistant data,North America,Canada,Enterprise,2024/01/12,Tuesday,Night (12AM-6AM),Engineering,2024/02/26,Asia,Internship,JavaScript,Enterprise,2023/11/15,job posting data,2024/08/05,job search
assistant data,Africa,South Africa,Small Business,2024/04/16,Tuesday,Night (12AM-6AM),Engineering,2023/10/11,North America,Full-Time,SQL,Individual,2024/10/24,assistant data,2023/09/13,job search
demographic data,Asia,Japan,Small Business,2024/03/10,Tuesday,Morning (6AM-12PM),Marketing,2024/02/13,Europe,Part-Time,JavaScript,Individual,2024/07/13,promotional event data,2024/06/23,category query
user data,South America,Brazil,Enterprise,2023/06/18,Thursday,Afternoon (12PM-6PM),Product Management,2024/05/21,Europe,Internship,SQL,Small Business,2024/05/26,job posting data,2023/07/22,region search
promotional event data,Asia,China,Enterprise,2023/01/27,Tuesday,Afternoon (12PM-6PM),Design,2024/08/02,Asia,Part-Time,Java,Academic,2023/02/16,job posting data,2024/02/23,region search
promotional event data,Africa,Nigeria,Enterprise,2024/02/24,Friday,Evening (6PM-12AM),Design,2024/07/15,Asia,Internship,Java,Individual,2024/09/11,promotional event data,2023/07/31,category query
job type data,Asia,India,Small Business,2023/12/11,Thursday,Morning (6AM-12PM),Marketing,2023/03/14,North America,Part-Time,Python,Small Business,2024/02/24,job posting data,2024/12/06,job search
job type data,Australia,Australia,Enterprise,2024/03/03,Saturday,Night (12AM-6AM),Engineering,2023/07/19,Africa,Part-Time,C++,Small Business,2023/03/16,promotional event data,2024/12/19,job search
assistant data,Europe,UK,Startup,2023/09/24,Sunday,Afternoon (12PM-6PM),Product Management,2024/04/30,Europe,Full-Time,Excel,Academic,2024/02/05,job posting data,2023/09/07,category query
promotional event data,Europe,UK,Startup,2023/04/05,Wednesday,Evening (6PM-12AM),Design,2023/05/12,North America,Contract,SQL,Small Business,2024/02/26,job posting data,2023/01/05,job search
job type data,Europe,France,Individual,2023/09/23,Sunday,Night (12AM-6AM),Marketing,2024/03/20,Australia,Full-Time,Excel,Small Business,2024/05/06,promotional event data,2023/02/09,job search
user data,Australia,Australia,Small Business,2023/12/15,Saturday,Afternoon (12PM-6PM),Engineering,2024/04/11,Asia,Full-Time,JavaScript,Individual,2023/02/26,job posting data,2024/02/25,region search
assistant data,Africa,South Africa,Startup,2023/10/17,Sunday,Afternoon (12PM-6PM),Sales,2024/10/02,Africa,Contract,JavaScript,Academic,2023/08/13,promotional event data,2023/11/23,job search
demographic data,South America,Chile,Startup,2023/10/24,Sunday,Morning (6AM-12PM),Customer Support,2024/04/16,Asia,Contract,SQL,Academic,2023/02/24,job posting data,2023/12/11,category query
assistant data,Asia,Japan,Academic,2023/05/15,Thursday,Afternoon (12PM-6PM),Marketing,2023/02/17,Europe,Part-Time,C++,Enterprise,2023/05/28,job posting data,2024/07/31,region search
job type data,Asia,India,Individual,2024/07/20,Friday,Evening (6PM-12AM),Product Management,2023/06/05,South America,Contract,SQL,Small Business,2024/12/06,promotional event data,2024/09/11,job search
job type data,Europe,Germany,Enterprise,2023/09/30,Thursday,Evening (6PM-12AM),Engineering,2024/08/02,Asia,Contract,SQL,Academic,2023/07/23,promotional event data,2023/02/06,region search
assistant data,North America,USA,Startup,2024/10/16,Thursday,Afternoon (12PM-6PM),Engineering,2024/10/30,North America,Internship,Excel,Small Business,2023/11/25,promotional event data,2024/02/24,job search
demographic data,North America,Mexico,Small Business,2024/01/24,Monday,Morning (6AM-12PM),Marketing,2024/08/04,South America,Contract,Java,Academic,2024/07/21,job posting data,2023/12/04,job search
job posting data,South America,Chile,Enterprise,2024/08/07,Saturday,Night (12AM-6AM),Engineering,2024/10/04,Africa,Contract,Java,Small Business,2023/09/16,assistant data,2024/04/07,category query
job type data,Australia,Australia,Academic,2024/05/03,Thursday,Afternoon (12PM-6PM),Design,2023/02/12,North America,Contract,Python,Academic,2024/09/03,assistant data,2024/10/19,job search
job type data,North America,USA,Academic,2023/10/08,Thursday,Morning (6AM-12PM),Product Management,2024/09/15,Asia,Part-Time,C++,Small Business,2024/12/28,promotional event data,2023/06/10,job search
promotional event data,Asia,China,Academic,2024/04/13,Friday,Afternoon (12PM-6PM),Sales,2024/10/03,Asia,Full-Time,Java,Individual,2023/06/23,assistant data,2024/12/25,region search
demographic data,Europe,UK,Academic,2023/12/11,Thursday,Morning (6AM-12PM),Design,2023/12/07,South America,Contract,SQL,Academic,2024/01/14,assistant data,2023/09/04,job search
promotional event data,Australia,Australia,Individual,2024/12/29,Sunday,Evening (6PM-12AM),Marketing,2024/05/13,Europe,Contract,SQL,Academic,2024/03/09,job posting data,2023/12/23,job search
promotional event data,Europe,France,Startup,2023/03/23,Sunday,Afternoon (12PM-6PM),Marketing,2024/09/05,Europe,Internship,Excel,Enterprise,2024/12/17,assistant data,2023/04/30,category query
job posting data,South America,Brazil,Academic,2023/11/17,Sunday,Evening (6PM-12AM),Engineering,2024/05/30,Europe,Contract,Python,Small Business,2024/11/07,job posting data,2023/06/30,region search
job posting data,Asia,China,Individual,2023/10/05,Wednesday,Evening (6PM-12AM),Engineering,2024/12/16,Africa,Full-Time,SQL,Academic,2023/05/03,job posting data,2023/10/17,category query
demographic data,South America,Chile,Startup,2024/01/04,Saturday,Night (12AM-6AM),Sales,2024/07/13,Africa,Contract,Excel,Enterprise,2023/01/28,job posting data,2024/03/13,job search
demographic data,South America,Argentina,Small Business,2023/10/31,Friday,Morning (6AM-12PM),Engineering,2024/01/18,North America,Contract,Python,Individual,2024/09/23,promotional event data,2023/05/27,category query
promotional event data,Asia,Japan,Individual,2024/12/19,Tuesday,Afternoon (12PM-6PM),Product Management,2023/02/27,Asia,Full-Time,Java,Individual,2024/09/04,assistant data,2024/03/22,job search
job posting data,Europe,France,Academic,2024/09/13,Monday,Evening (6PM-12AM),Design,2023/08/04,North America,Internship,C++,Small Business,2024/09/08,promotional event data,2024/02/15,region search
demographic data,South America,Argentina,Enterprise,2024/04/24,Wednesday,Afternoon (12PM-6PM),Sales,2024/11/11,Australia,Internship,C++,Academic,2024/08/31,job posting data,2023/04/13,category query
job posting data,Europe,UK,Academic,2024/07/26,Thursday,Afternoon (12PM-6PM),Marketing,2024/11/16,Asia,Contract,Python,Enterprise,2024/08/12,promotional event data,2024/07/27,category query
job type data,South America,Argentina,Small Business,2024/10/13,Wednesday,Morning (6AM-12PM),Design,2023/06/26,Europe,Internship,Python,Academic,2023/06/26,promotional event data,2023/05/01,job search
promotional event data,Asia,Japan,Startup,2023/04/05,Thursday,Night (12AM-6AM),Design,2024/12/10,North America,Contract,SQL,Enterprise,2023/10/31,assistant data,2023/05/13,region search
user data,South America,Brazil,Startup,2023/12/18,Saturday,Evening (6PM-12AM),Engineering,2023/06/26,Asia,Part-Time,Python,Individual,2024/02/09,assistant data,2024/03/17,category query
user data,Africa,South Africa,Startup,2024/03/11,Monday,Afternoon (12PM-6PM),Marketing,2023/08/19,Asia,Contract,Excel,Academic,2023/07/26,assistant data,2024/04/17,job search
job posting data,Australia,Australia,Enterprise,2024/01/09,Tuesday,Night (12AM-6AM),Product Management,2024/05/03,South America,Internship,Python,Enterprise,2024/08/25,assistant data,2023/12/04,category query
assistant data,Australia,Australia,Academic,2024/07/11,Saturday,Morning (6AM-12PM),Engineering,2023/03/12,South America,Internship,Excel,Small Business,2023/10/05,job posting data,2023/02/12,region search
job posting data,South America,Argentina,Academic,2023/05/24,Wednesday,Afternoon (12PM-6PM),Product Management,2024/11/17,South America,Contract,Excel,Individual,2023/06/23,promotional event data,2024/10/06,job search
user data,North America,Canada,Individual,2023/09/26,Sunday,Afternoon (12PM-6PM),Product Management,2023/06/30,Europe,Part-Time,SQL,Small Business,2023/08/06,promotional event data,2024/05/02,job search
job posting data,Africa,South Africa,Individual,2023/11/19,Wednesday,Night (12AM-6AM),Engineering,2023/03/20,Europe,Full-Time,Excel,Individual,2023/02/15,assistant data,2023/09/13,category query
job type data,North America,Mexico,Individual,2023/05/26,Thursday,Night (12AM-6AM),Product Management,2024/06/30,Australia,Contract,Excel,Small Business,2023/04/20,job posting data,2024/03/25,category query
promotional event data,Asia,China,Startup,2023/08/05,Friday,Morning (6AM-12PM),Engineering,2023/02/07,North America,Full-Time,SQL,Academic,2023/10/16,assistant data,2024/11/06,category query
job posting data,Australia,Australia,Enterprise,2024/10/29,Sunday,Morning (6AM-12PM),Customer Support,2024/08/04,North America,Full-Time,C++,Academic,2024/04/27,assistant data,2023/02/01,job search
job type data,Africa,South Africa,Enterprise,2023/03/16,Sunday,Night (12AM-6AM),Marketing,2024/05/04,Europe,Internship,Python,Small Business,2023/11/18,assistant data,2023/05/28,job search
promotional event data,Europe,Germany,Academic,2023/02/01,Monday,Morning (6AM-12PM),Product Management,2023/06/12,Australia,Part-Time,C++,Small Business,2023/11/09,promotional event data,2024/12/20,job search
demographic data,Asia,China,Small Business,2024/09/20,Tuesday,Afternoon (12PM-6PM),Customer Support,2024/11/06,Australia,Internship,SQL,Small Business,2024/10/22,promotional event data,2023/05/07,category query
user data,Australia,Australia,Individual,2023/10/03,Thursday,Night (12AM-6AM),Marketing,2024/04/14,Africa,Full-Time,SQL,Enterprise,2024/01/03,job posting data,2024/07/23,region search
assistant data,Europe,France,Enterprise,2024/11/27,Sunday,Evening (6PM-12AM),Marketing,2023/10/21,Europe,Contract,C++,Individual,2024/10/04,assistant data,2023/04/01,job search
assistant data,South America,Brazil,Individual,2024/01/06,Monday,Morning (6AM-12PM),Design,2024/06/04,Asia,Internship,Excel,Small Business,2023/01/27,job posting data,2023/08/30,category query
promotional event data,Australia,Australia,Small Business,2023/04/26,Saturday,Evening (6PM-12AM),Product Management,2024/08/27,Asia,Contract,Excel,Small Business,2023/08/24,promotional event data,2023/11/28,category query
job posting data,Europe,France,Academic,2024/08/29,Saturday,Afternoon (12PM-6PM),Design,2024/09/15,Australia,Part-Time,JavaScript,Enterprise,2023/02/13,assistant data,2024/09/17,region search
assistant data,Asia,India,Academic,2024/04/22,Saturday,Evening (6PM-12AM),Sales,2024/09/07,Asia,Contract,Java,Enterprise,2024/08/06,promotional event data,2023/04/20,job search
assistant data,Asia,China,Startup,2024/12/23,Wednesday,Night (12AM-6AM),Sales,2024/01/13,South America,Full-Time,Python,Small Business,2023/08/18,promotional event data,2023/03/30,category query
assistant data,Australia,Australia,Small Business,2023/06/03,Friday,Afternoon (12PM-6PM),Sales,2023/05/17,Africa,Part-Time,JavaScript,Academic,2024/07/25,job posting data,2024/12/02,category query
assistant data,Europe,France,Individual,2024/01/12,Wednesday,Afternoon (12PM-6PM),Marketing,2023/04/16,South America,Internship,JavaScript,Enterprise,2024/04/23,promotional event data,2023/08/28,category query
demographic data,North America,Canada,Startup,2024/03/02,Saturday,Morning (6AM-12PM),Product Management,2024/02/23,Africa,Part-Time,C++,Small Business,2023/05/30,promotional event data,2023/12/09,job search
assistant data,North America,Canada,Startup,2024/02/20,Monday,Evening (6PM-12AM),Marketing,2023/01/19,Australia,Full-Time,Java,Academic,2024/06/18,promotional event data,2023/05/10,job search
job type data,Australia,Australia,Enterprise,2023/07/03,Tuesday,Night (12AM-6AM),Sales,2023/11/25,Africa,Contract,Java,Small Business,2023/10/05,job posting data,2024/07/31,job search
job posting data,Australia,Australia,Academic,2024/09/22,Sunday,Night (12AM-6AM),Product Management,2024/05/11,Asia,Internship,Excel,Enterprise,2023/11/06,job posting data,2024/05/16,job search
assistant data,Australia,Australia,Small Business,2024/05/30,Tuesday,Morning (6AM-12PM),Design,2024/10/15,Africa,Internship,Python,Academic,2024/06/05,assistant data,2023/02/04,category query
assistant data,Asia,Japan,Individual,2023/02/09,Wednesday,Evening (6PM-12AM),Sales,2023/10/16,Africa,Internship,SQL,Individual,2023/09/02,promotional event data,2023/06/15,category query
assistant data,Europe,UK,Academic,2023/07/07,Saturday,Afternoon (12PM-6PM),Sales,2024/02/29,Europe,Internship,Java,Academic,2023/06/08,job posting data,2024/05/02,category query
demographic data,North America,Canada,Startup,2024/05/03,Tuesday,Evening (6PM-12AM),Marketing,2023/09/18,Asia,Internship,Java,Enterprise,2023/07/03,assistant data,2024/01/06,category query
assistant data,South America,Argentina,Academic,2023/09/28,Saturday,Night (12AM-6AM),Product Management,2024/01/12,South America,Internship,Python,Enterprise,2023/04/15,assistant data,2023/02/08,region search
user data,Asia,China,Individual,2024/12/10,Saturday,Evening (6PM-12AM),Marketing,2024/04/09,Asia,Contract,Python,Individual,2023/07/08,promotional event data,2024/12/20,job search
assistant data,South America,Chile,Individual,2023/12/13,Thursday,Afternoon (12PM-6PM),Engineering,2023/06/24,Europe,Part-Time,Excel,Enterprise,2023/11/18,promotional event data,2023/04/19,job search
assistant data,Africa,South Africa,Academic,2024/04/23,Wednesday,Evening (6PM-12AM),Customer Support,2023/11/09,Australia,Internship,C++,Small Business,2023/03/17,job posting data,2023/07/30,category query
job type data,Australia,Australia,Academic,2024/08/18,Monday,Night (12AM-6AM),Engineering,2023/07/31,North America,Contract,Excel,Small Business,2023/09/04,assistant data,2024/12/13,job search
demographic data,Australia,Australia,Individual,2023/04/07,Friday,Night (12AM-6AM),Customer Support,2023/10/24,South America,Part-Time,SQL,Academic,2023/02/16,promotional event data,2023/09/30,job search
job type data,Australia,Australia,Enterprise,2023/01/10,Tuesday,Night (12AM-6AM),Customer Support,2023/05/08,Australia,Full-Time,JavaScript,Academic,2024/02/12,job posting data,2023/03/26,job search
job posting data,Africa,South Africa,Academic,2023/11/03,Tuesday,Morning (6AM-12PM),Customer Support,2023/08/30,Australia,Internship,JavaScript,Small Business,2023/02/27,promotional event data,2024/10/29,job search
assistant data,Europe,Germany,Enterprise,2024/05/15,Monday,Afternoon (12PM-6PM),Sales,2024/07/16,Asia,Internship,JavaScript,Small Business,2023/12/31,promotional event data,2024/06/02,region search
promotional event data,Australia,Australia,Startup,2023/01/05,Monday,Afternoon (12PM-6PM),Marketing,2023/07/22,Africa,Part-Time,Excel,Small Business,2023/11/16,assistant data,2024/11/27,category query
job posting data,Africa,Nigeria,Academic,2023/04/25,Tuesday,Morning (6AM-12PM),Sales,2024/07/31,Australia,Full-Time,JavaScript,Individual,2023/05/02,assistant data,2023/04/11,region search
job type data,Asia,China,Small Business,2024/07/10,Saturday,Afternoon (12PM-6PM),Product Management,2024/01/12,North America,Part-Time,Excel,Small Business,2024/01/25,assistant data,2023/04/27,job search
user data,Africa,South Africa,Academic,2023/12/20,Wednesday,Afternoon (12PM-6PM),Marketing,2023/03/25,Asia,Full-Time,Python,Enterprise,2023/12/04,job posting data,2023/07/10,region search
job posting data,Africa,South Africa,Academic,2023/10/03,Tuesday,Morning (6AM-12PM),Product Management,2024/07/29,South America,Full-Time,Python,Enterprise,2023/07/24,promotional event data,2023/08/29,region search
job type data,Europe,Germany,Small Business,2024/01/04,Tuesday,Morning (6AM-12PM),Marketing,2023/04/16,Australia,Part-Time,C++,Enterprise,2023/06/05,job posting data,2023/10/29,job search
job type data,Australia,Australia,Academic,2023/05/17,Thursday,Morning (6AM-12PM),Marketing,2023/05/09,North America,Full-Time,Python,Individual,2023/03/21,job posting data,2024/03/06,region search
promotional event data,North America,Canada,Academic,2023/01/31,Monday,Afternoon (12PM-6PM),Customer Support,2024/01/04,South America,Full-Time,Java,Academic,2024/05/20,job posting data,2023/10/31,job search
assistant data,South America,Brazil,Small Business,2023/11/11,Tuesday,Night (12AM-6AM),Design,2023/10/26,North America,Internship,C++,Individual,2024/02/07,assistant data,2023/11/20,region search
demographic data,Europe,Germany,Small Business,2024/04/12,Friday,Morning (6AM-12PM),Product Management,2024/10/28,Europe,Contract,SQL,Small Business,2023/05/21,promotional event data,2024/06/29,region search
user data,Asia,China,Academic,2023/10/07,Tuesday,Evening (6PM-12AM),Product Management,2023/05/11,South America,Full-Time,SQL,Academic,2023/10/31,job posting data,2024/04/11,region search
promotional event data,Australia,Australia,Small Business,2024/02/27,Sunday,Morning (6AM-12PM),Sales,2023/01/16,Africa,Part-Time,Python,Enterprise,2023/02/12,job posting data,2024/03/05,region search
job posting data,South America,Brazil,Academic,2023/10/16,Saturday,Morning (6AM-12PM),Sales,2024/01/03,Australia,Internship,Excel,Small Business,2023/06/21,assistant data,2023/02/13,category query
demographic data,Asia,India,Individual,2024/10/12,Sunday,Night (12AM-6AM),Customer Support,2024/10/05,Africa,Contract,Excel,Individual,2024/08/28,job posting data,2024/09/02,category query
promotional event data,North America,Canada,Academic,2024/01/14,Thursday,Night (12AM-6AM),Design,2024/05/16,Europe,Contract,C++,Academic,2023/04/05,promotional event data,2023/02/25,region search
job type data,Australia,Australia,Small Business,2023/05/21,Friday,Morning (6AM-12PM),Marketing,2023/01/15,South America,Contract,SQL,Individual,2024/12/31,job posting data,2023/02/26,job search
job type data,North America,USA,Academic,2024/10/23,Saturday,Evening (6PM-12AM),Engineering,2023/07/03,Australia,Internship,C++,Small Business,2023/03/08,promotional event data,2024/03/14,region search
assistant data,Australia,Australia,Startup,2023/04/23,Saturday,Evening (6PM-12AM),Customer Support,2023/01/19,South America,Full-Time,Python,Individual,2023/03/20,promotional event data,2024/01/06,region search
job posting data,Africa,South Africa,Individual,2023/10/08,Sunday,Night (12AM-6AM),Product Management,2024/12/08,South America,Part-Time,Python,Academic,2024/01/16,assistant data,2023/10/03,category query
demographic data,South America,Brazil,Enterprise,2024/04/01,Friday,Afternoon (12PM-6PM),Engineering,2023/08/06,Europe,Contract,Excel,Enterprise,2024/11/11,assistant data,2023/03/24,category query
promotional event data,North America,Mexico,Small Business,2024/02/21,Saturday,Morning (6AM-12PM),Product Management,2024/10/25,Africa,Full-Time,Python,Small Business,2023/09/15,job posting data,2024/01/10,category query
promotional event data,Africa,South Africa,Startup,2023/07/18,Thursday,Evening (6PM-12AM),Design,2023/10/07,South America,Internship,Python,Academic,2023/10/02,job posting data,2024/09/10,region search
demographic data,Africa,Kenya,Enterprise,2024/11/25,Thursday,Afternoon (12PM-6PM),Engineering,2024/04/01,Australia,Contract,JavaScript,Academic,2023/11/29,promotional event data,2024/03/19,category query
job posting data,South America,Chile,Enterprise,2024/08/15,Wednesday,Afternoon (12PM-6PM),Marketing,2024/09/07,Africa,Contract,JavaScript,Enterprise,2024/11/20,assistant data,2023/05/15,category query
user data,Africa,South Africa,Individual,2023/01/15,Wednesday,Night (12AM-6AM),Marketing,2024/01/02,South America,Full-Time,C++,Individual,2024/11/25,assistant data,2024/08/27,region search
demographic data,Africa,Nigeria,Startup,2023/05/25,Saturday,Morning (6AM-12PM),Product Management,2024/04/22,Australia,Part-Time,Java,Small Business,2023/09/09,promotional event data,2023/06/30,job search
promotional event data,Africa,South Africa,Individual,2023/10/18,Sunday,Night (12AM-6AM),Engineering,2023/12/25,Asia,Full-Time,JavaScript,Enterprise,2023/03/24,job posting data,2024/06/16,region search
job posting data,Asia,Japan,Academic,2023/03/15,Friday,Night (12AM-6AM),Engineering,2024/12/14,Australia,Part-Time,Python,Enterprise,2024/11/30,assistant data,2024/01/16,category query
assistant data,Asia,India,Enterprise,2024/08/19,Wednesday,Afternoon (12PM-6PM),Customer Support,2024/04/14,North America,Contract,JavaScript,Small Business,2023/02/04,promotional event data,2023/06/27,category query
user data,Europe,UK,Academic,2024/11/12,Thursday,Evening (6PM-12AM),Design,2024/02/28,South America,Contract,SQL,Small Business,2023/10/13,job posting data,2024/06/29,category query
job type data,Africa,Nigeria,Enterprise,2023/07/30,Thursday,Night (12AM-6AM),Marketing,2024/12/22,North America,Part-Time,Java,Individual,2024/05/01,job posting data,2023/08/31,category query
promotional event data,Africa,Nigeria,Academic,2024/04/15,Friday,Night (12AM-6AM),Design,2024/06/13,Africa,Contract,C++,Individual,2024/01/13,job posting data,2024/05/24,category query
user data,Africa,Nigeria,Academic,2023/07/04,Sunday,Morning (6AM-12PM),Sales,2024/04/13,Africa,Part-Time,SQL,Small Business,2023/01/01,promotional event data,2023/01/28,region search
assistant data,Australia,Australia,Small Business,2024/01/24,Friday,Afternoon (12PM-6PM),Customer Support,2024/01/13,Australia,Part-Time,Python,Academic,2024/12/17,job posting data,2024/05/17,region search
job type data,Australia,Australia,Startup,2023/01/16,Wednesday,Night (12AM-6AM),Engineering,2023/12/08,Asia,Contract,Java,Small Business,2024/05/30,job posting data,2023/06/28,region search
demographic data,Europe,France,Enterprise,2024/08/11,Sunday,Evening (6PM-12AM),Customer Support,2024/09/24,Europe,Part-Time,SQL,Academic,2023/07/23,assistant data,2023/05/13,category query
demographic data,Europe,France,Academic,2023/06/05,Sunday,Evening (6PM-12AM),Product Management,2023/06/12,Africa,Contract,Python,Enterprise,2024/12/07,promotional event data,2024/09/18,region search
job type data,Europe,Germany,Individual,2024/08/07,Monday,Evening (6PM-12AM),Customer Support,2024/09/25,Australia,Contract,C++,Individual,2024/11/01,job posting data,2023/11/26,category query
